v,f0,f1,f2,f3,f4,ulx,uly,llx,lly,t1x,t1y,t2x,t2y,t3x,t3y,t4x,t4y,mnix,mniy,mnmx,mnmy
AH,99.6586,548.772,1242.24,1934.46,2906.01,17964,17578,11851,-20821,-30036,-8478,-37359,5862,-48055,16360,-62311,21049,-582,-8655,-42414,-2954
UX,97.6999,276.753,1207.48,2336.07,3357.97,18604,17689,12508,-15442,-14301,1576,-24736,12755,-34684,21051,-50900,24162,-764,-5194,-42691,-579
IY,108.896,278.146,2081.33,2681.49,3688.67,15234,17629,10114,-21233,-12326,2724,-22263,14512,-31967,22345,-49451,22095,-701,-5171,-42924,-319
IH,105.284,335.998,1576.89,2198.21,3650.94,14355,19346,8273,-23167,-12063,-704,-23367,10351,-34440,18416,-50365,22431,-1273,-5073,-43452,-504
AO,102.714,496.363,1038.43,1705.48,2864.03,18412,16541,14098,-17853,-31951,-1050,-37816,12554,-46555,19888,-60618,22486,-1113,-10499,-42731,-4570
IH,94.2768,286.43,1298.94,2018.24,3767.62,14411,18827,8684,-20785,-13285,-176,-24162,11110,-34600,19221,-50738,23322,-571,-4554,-42682,-260
UX,94.5529,367.546,1204.37,2253.47,3251.45,16748,17544,12053,-16706,-14399,-883,-24566,8706,-34332,17662,-49106,22577,-160,-6641,-41408,-1766
AH,103.522,409.162,1275.14,2710.53,3813.47,15433,14974,8993,-24042,-26930,-8028,-36157,2579,-45395,11403,-59393,15856,-1657,-12959,-42409,-6264
AH,102.069,543.384,1257.55,1867.13,2950.69,15416,14800,10633,-19742,-26896,-10200,-35203,2803,-44454,14180,-58944,20208,-1978,-10659,-43461,-4535
AO,100.247,475.813,1151.82,1726.02,2657.39,18540,14546,13816,-17284,-30864,199,-36271,12373,-44254,20286,-58681,22301,-1369,-11231,-43289,-5023
IY,97.5879,233.907,2139.34,2763.19,3503.88,15547,19467,13427,-18058,-17399,7387,-25465,18378,-35366,23915,-50782,23522,1746,-5268,-40367,-1263
UX,98.3646,281.125,1652.03,3419.01,3960.76,16723,17216,15445,-13749,-12346,786,-22996,10689,-34218,20100,-50857,25072,877,-4838,-41232,-536
EH,97.4393,556.012,1262.12,2122.55,3166.1,13285,18427,5700,-27766,-11905,-3202,-25457,3905,-37804,9270,-51425,13703,-992,-9024,-42691,-3229
IY,78.9173,331.524,2143.78,2635.49,3553.34,14833,19093,7673,-25303,-11123,3204,-21127,13214,-31063,21468,-46520,23761,-2094,-7307,-43616,-2289
AH,112.695,588.91,1332.89,2341.42,3462.25,15903,19257,5832,-28318,-18095,-2394,-28937,2549,-38030,10204,-52214,15067,-3279,-9375,-45025,-3245
AH,111.204,541.155,1336.73,2325.03,2922.08,17464,16600,9447,-23576,-25747,-8125,-35225,3086,-44429,13499,-58753,19058,-2510,-10796,-44468,-4498
IH,103.177,384.117,1698.2,2530.5,3630.68,17546,20244,7423,-23675,-12482,4469,-25610,11426,-37587,16988,-52370,17521,-1686,-5962,-43913,-881
UX,108.944,253.154,1127.61,2258.85,3323.55,18328,16906,12698,-18333,-14158,-1269,-23511,10906,-35600,21326,-51592,24900,-2070,-7230,-43818,-2412
IH,90.7027,412.698,1874.73,2359.55,3578.12,13737,17958,5896,-27311,-11859,-1869,-23431,5728,-33922,15598,-49343,18590,-2286,-8752,-44179,-3742
AO,105.768,598.893,949.491,2007.67,3123.72,15439,16481,11804,-20312,-17090,-3153,-30663,852,-41522,8870,-54712,16733,-2127,-9279,-44123,-3771
IY,105.854,311.435,2225.61,2502.99,3573.75,14866,16829,10013,-20793,-8811,3168,-19391,10112,-29354,18380,-45074,23649,-1024,-5630,-43238,-1178
IH,98.396,244.247,1116.81,2295.13,3815.38,14867,17402,9208,-22535,-11956,585,-20416,11530,-29832,21222,-46354,24590,-979,-5564,-43020,-1425
IY,101.314,296.149,1911.54,2348.22,2960.44,14989,16788,11968,-17465,-17306,1413,-24038,13422,-32458,21299,-47376,23227,-664,-6672,-42965,-2020
IY,100.426,480.407,2043.1,2523.05,3599.16,14339,17856,10347,-20758,-11066,4887,-22018,12615,-31631,20973,-46981,23924,-303,-6265,-42735,-1516
IH,86.6972,623.234,1167.43,2046.25,2642.75,14145,18256,7942,-24275,-18253,9158,-31523,11676,-42247,16217,-56424,18002,-2026,-6769,-44225,-1728
AA,95.4993,419.198,1503.76,2021.35,2797.3,14994,18854,11399,-21160,-25877,3567,-34549,12100,-45451,14930,-57613,11022,-2293,-9843,-44098,-4327
IY,80.9914,440.01,1757.9,2332,4063.69,15716,18855,7505,-23842,-11784,894,-21522,11212,-30850,21074,-47559,24937,-2466,-7583,-44286,-2492
AH,92.5255,584.464,1261.33,2179.33,3514.35,16414,19457,6022,-27545,-18847,-5656,-29777,1003,-38237,10143,-52573,17679,-3368,-10313,-44979,-4520
AH,106.301,526.911,1463.89,2328.41,2873.7,16583,16478,9681,-22823,-25322,-8528,-35296,1658,-45099,12140,-60526,18439,-1437,-9762,-44009,-4197
IH,98.4932,202.738,1754.41,3589.63,3980.57,16192,19067,8411,-22321,-11228,4733,-24306,11723,-36103,16652,-51251,18475,-849,-4922,-43459,-907
UX,94.8784,216.111,1283.61,2585.67,3472.52,16061,14927,14201,-15514,-14897,1651,-25065,11875,-35258,20744,-50037,24555,-1631,-7892,-43798,-2741
IH,88.2423,439.665,1890.06,2356.82,3628.08,13407,17649,7568,-24788,-11414,-952,-23001,5020,-33725,13068,-48795,17549,-1700,-9117,-43593,-3689
AO,92.7475,642.261,1046.73,2040.8,3320.42,15140,17830,10490,-21236,-19717,-4028,-33459,2709,-45100,11052,-58330,17400,-2473,-8905,-45047,-3107
IY,100.126,252.668,2342.58,3448.87,3770.54,14822,17511,9362,-21509,-9799,2102,-20001,10881,-29563,19092,-45908,23547,-752,-5123,-43302,-874
IH,94.6054,279.984,1202.31,2297.61,3935.29,14899,17738,8756,-23073,-13261,-420,-21356,11949,-30588,21723,-47602,24649,-828,-5415,-43189,-1300
IY,94.363,247.324,1862.51,2369.05,3092.51,14941,17297,11268,-17794,-18049,2670,-25047,14550,-34259,21664,-49943,22011,-1252,-6961,-43523,-2085
IY,94.0886,494.875,1657.85,2163.82,3695.5,14524,17978,9420,-22479,-11282,3901,-22606,12953,-32519,21094,-48808,23606,-965,-6284,-43231,-1502
IH,78.1884,540.098,1314.45,2432.54,3773.42,13911,17709,8506,-21670,-13046,4356,-24862,10152,-35390,16853,-50717,19544,-1162,-5478,-43474,-550
AA,90.0211,573.512,1322.21,1836.46,2918.91,15469,18919,11166,-23179,-25633,-2399,-34405,7871,-45900,11034,-58210,10357,-1993,-11067,-44519,-4726
EH,107.501,643.508,1133.07,2176.45,3400.18,14215,18687,8373,-26198,-11425,-2090,-26043,1410,-39658,7601,-54227,13448,-2216,-10322,-43998,-4935
IH,106.244,478.469,1967.93,2530.34,3619.47,12966,16979,1680,-29259,-14963,-97,-26067,7813,-36206,15349,-50985,19246,-2094,-8300,-44354,-3413
AH,105.778,635.112,1484.12,2259.07,3688.75,12984,16577,7244,-29305,-20935,-10778,-34248,-3242,-45208,3196,-56800,10345,1037,-11392,-40698,-6016
EH,112.038,514.577,1709.49,2443.02,2876.32,13125,18026,4240,-32067,-18920,-39,-29804,7060,-40557,10721,-53410,10876,-670,-11549,-42064,-6195
AE,96.4077,744.91,1597.17,2183.84,3517.89,13187,16422,1231,-35268,-19782,-4268,-31368,2840,-41352,11055,-53256,16960,-3681,-17910,-44880,-10267
IH,0,566.1,1553.07,2324.66,3544.56,14065,18637,11035,-19143,-13339,2009,-24000,9498,-32627,16716,-45906,19680,-1438,-10069,-41570,-5634
AE,111.139,596.817,1608.51,2247.49,3663.61,13443,17878,4694,-30083,-14510,-2668,-26197,3724,-36325,12171,-49914,15641,-1369,-10670,-42503,-5643
AE,111.448,686.358,1511.29,2257.86,3579.06,12989,16731,3621,-28785,-14528,-5080,-26985,2673,-38676,9125,-51589,11318,-1704,-10733,-42975,-5792
AE,88.8147,688.582,1561.89,2329.97,3677.26,12609,16207,2905,-31147,-17152,-5428,-28941,1820,-38734,9315,-51473,13473,-792,-12759,-42257,-7184
IY,98.5,435.775,2138.58,2680.48,4017.02,14316,19073,5371,-25287,-13671,4399,-23436,13635,-32318,21753,-47235,23524,-211,-6910,-41581,-3052
AE,112.707,531.403,1772.32,2383.89,3416.25,14053,18070,3659,-29740,-18434,-5785,-28162,3153,-36091,11881,-48910,16872,-1318,-11771,-42363,-6547
UX,97.2497,244.316,1655.95,1894.03,2718.91,16852,20027,9884,-18456,-20687,10429,-30047,17253,-39728,22232,-52625,20087,-7,-7730,-41317,-3727
AA,109.545,587.941,1299.01,1833.29,2901.28,15125,19227,7467,-26741,-26564,7104,-36543,12800,-46872,15786,-58313,12167,-1177,-11039,-42201,-5923
UX,107.437,276.925,1304.92,2212.19,2732.93,16183,18239,12440,-16694,-16355,849,-25623,11871,-36067,19968,-51676,24431,-883,-5160,-42338,-1570
IH,90.3795,226.663,1243.1,2305.94,3998.68,14816,18891,8611,-22635,-14894,9746,-25588,15321,-34944,22849,-50956,24646,-907,-5548,-42800,-1817
IY,105.327,243.887,2070,2608.68,3569.79,14932,18441,10810,-20482,-13951,1522,-23554,14050,-33603,21946,-50105,21943,-339,-5702,-42368,-2402
IY,110.839,285.377,909.895,2361.59,3361.4,15701,18214,11896,-19473,-12133,-347,-22377,12761,-32662,21076,-48761,24578,-451,-6236,-41997,-2678
AA,95.9187,622.608,1212.82,1941,2927.76,15140,17734,11121,-24390,-31478,-8437,-40232,3631,-48610,12788,-61179,18267,-1346,-13303,-42666,-7583
AO,90.4884,574.354,1234.61,1789.93,2685.83,16078,18082,12317,-20925,-24667,-10510,-35172,-334,-45262,11623,-59578,18985,-1213,-11820,-42533,-6663
AO,89.7221,582.474,970.324,2054.58,3283.8,15600,19933,13324,-20179,-8526,-1675,-25280,-2058,-39816,3959,-54049,13370,-1360,-12275,-43163,-6563
IY,89.1133,380.211,1878.29,2232.64,3284.72,14590,18608,10724,-18288,-11140,-3284,-19908,9055,-28192,19119,-43324,23675,1739,-8484,-39750,-4913
UW,116.948,242.625,1424.54,2426.9,3843.33,15979,16135,11605,-18707,-19264,-2043,-30765,3283,-40646,11046,-54877,16950,-514,-7079,-42157,-3406
IY,107.936,257.846,2053.25,2651.12,3659.93,14384,19072,11028,-21278,-11313,2188,-21646,11548,-30798,19597,-47132,23242,1251,-5241,-39943,-2475
UX,103.719,254.382,1158.3,2314.65,3141.46,16339,16754,16032,-14183,-13165,594,-22869,11676,-33383,20661,-48191,24788,1378,-7195,-39522,-4041
AE,80.8059,750.022,1649.22,2335.96,3426.5,12736,16541,6030,-29336,-14104,-9648,-26834,-3579,-37292,6433,-49160,12789,-413,-16255,-40434,-10088
AE,99.6398,736.926,1649.71,2271.37,3602.63,12692,16742,4303,-34507,-13961,-8422,-27396,-1811,-38007,7696,-49504,13805,-1152,-19212,-41141,-11744
AO,107.919,445.62,793.738,1790.13,2769.43,19402,17129,13247,-22562,-30844,-2261,-35788,10545,-42888,18575,-55932,22005,-937,-16759,-40999,-10086
AA,99.7541,708.535,1164.15,2175.34,2993.64,13425,17802,7053,-32043,-19004,-8462,-31160,-894,-42406,6702,-53142,14392,-2946,-17752,-42977,-10680
AH,95.3619,624.073,1451.72,2240.84,3081.94,13542,17380,8611,-27626,-24164,-6579,-34745,3100,-45432,9203,-58851,12012,1347,-9554,-39061,-5994
